24,7,24
3,12,-5
-3,18,11
-23,6,-12
42,5,5
-1,10,-7
3,9,13
45,0,16
7,6,19
17,8,17
16,13,13
12,2,5
5,19,-1
3,16,12
15,10,-3
34,-6,-6
7,5,14
4,-3,18
17,8,11
-3,4,9
20,17,10
35,4,2
25,24,5
20,4,8
23,-10,17
-11,-8,-0
41,4,28
-8,12,21
8,9,8
30,10,2
16,15,-4
-6,-2,12
3,15,8
28,-5,20
3,6,9
-3,32,-0
25,-10,14
-7,17,4
48,7,-11
38,8,20
6,5,15
18,2,11
9,33,1
4,28,15
9,-14,6
22,18,-3
3,-0,16
-11,-1,4
22,-1,12
-10,-4,17
-13,17,1
28,13,6
-4,6,18
32,6,2
2,13,11
-3,-5,9
23,-5,8
-2,12,9
7,10,-1
33,6,-0
10,18,4
30,5,16
8,13,-7
16,4,16
8,3,26
10,7,19
12,12,12
-5,-9,24
8,27,3
24,4,9
16,21,9
7,14,9
3,9,14
32,10,12
14,-3,15
-9,3,3
12,12,9
19,19,7
17,-12,15
8,4,22
-22,7,21
12,13,11
-13,5,20
37,4,26
-2,7,16
7,6,14
3,4,11
34,4,9
9,5,2
17,19,17
11,10,14
16,1,16
32,19,6
3,18,25
-2,8,9
-17,17,8
-14,23,15
11,28,3
1,-1,-2
32,1,2
-0,16,15
1,5,3
-8,12,20
22,23,27
17,2,17
31,7,8
4,22,5
6,-4,26
-2,10,15
42,-1,16
3,5,2
2,11,12
3,12,5
30,25,12
17,13,1
10,4,16
7,22,6
17,-1,13
19,7,18
12,-4,15
43,5,17
-2,11,16
30,29,3
18,15,1
20,3,21
33,3,18
45,-9,13
7,1,-0
16,27,16
24,3,11
21,18,17
-16,-6,15
37,1,15
13,9,2
19,7,-0
19,2,10
33,-12,4
10,7,14
-2,26,12
-9,-7,12
-15,0,-4
31,6,0
-2,19,0
23,-0,12
19,8,15
13,29,19
28,-1,8
15,19,2
12,14,11
19,13,4
8,0,14
7,-0,10
5,22,7
-19,6,7
27,2,9
4,23,5
23,6,2
13,1,9
13,5,15
5,17,14
4,9,5
4,27,8
3,-2,1
24,10,8
34,10,2
-1,5,4
18,9,10
18,5,12
2,7,21
35,7,13
35,-2,-4
18,10,7
-21,19,16
3,15,12
29,9,-2
17,14,12
11,11,9
-3,-3,18
4,13,5
9,10,5
-1,13,18
8,24,-4
1,6,23
20,4,13
3,11,8
1,6,7
18,7,13
-11,11,4
4,5,10
21,4,0
25,10,0
38,8,7
9,3,12
-10,10,21
1,20,17
19,7,16
22,9,17
33,7,21
4,-4,9
15,11,2
24,9,4
14,7,13
10,6,2
12,26,7
21,23,3
-15,15,14
27,8,4
18,6,11
24,7,8
15,-11,6
34,8,24
23,5,11
-12,16,11
19,6,14
17,11,20
13,4,9
8,7,10
11,3,15
14,7,7
23,4,3
28,26,8
-5,5,22
13,11,18
5,-3,19
10,2,8
23,4,26
22,23,16
-9,12,14
10,10,21
19,8,8
7,-2,5
15,5,14
38,13,9
16,-1,9
38,7,22
10,5,13
32,12,26
4,18,-4
9,8,11
-17,22,8
14,14,2
24,5,15
18,19,-6
31,1,3
21,-4,10
-10,17,11
17,4,18
27,-7,15
22,10,23
13,-17,10
31,8,-1
34,12,10
-2,2,15
3,15,5
9,12,16
14,5,30
14,8,18
25,4,8
11,16,11
10,-15,10
6,27,6
-10,2,-1
43,18,5
49,-3,11
38,-3,17
-4,14,0
9,14,3
-6,14,5
18,-3,7
12,15,7
21,24,10
-1,21,7
28,14,6
24,9,18
33,2,16
-4,2,16
10,19,9
-16,14,16
45,2,22
-0,11,6
23,-11,10
37,9,17
5,9,-5
-3,12,13
25,2,7
32,11,-2
-7,7,19
28,19,7
10,5,5
28,1,13
36,11,15
16,8,7
48,-6,5
24,-1,10
-12,12,7
16,-5,2
17,8,-3
-1,3,10
9,-1,25
5,28,12
22,-2,25
41,23,7
13,4,6
18,-3,7
25,13,16
25,38,24
8,29,12
-5,19,6
34,19,9
42,6,10
-19,19,-4
27,2,18
23,21,10
3,4,20
29,5,32
16,5,4
-3,2,13
20,-8,5
-30,-1,26
-5,-13,17
-1,1,1
5,-2,13
6,1,7
-19,7,19
17,24,2
6,16,7
14,4,23
9,13,9
2,-3,5
57,2,2
7,8,11
59,11,8
12,7,4
6,-4,3
-13,8,15
2,13,13
4,14,12
21,13,13
30,18,-3
23,12,14
38,-2,5
-15,14,5
25,9,5
10,1,10
12,13,7
-18,9,6
18,6,13
18,6,16
13,-1,-0
34,13,19
27,2,13
41,18,18
-10,11,-11
24,5,16
24,4,3
-1,4,15
18,8,9
-10,6,21
12,12,22
11,7,10
16,21,-4
20,21,12
-28,13,-2
21,5,5
37,18,-7
20,8,15
33,6,26
17,-7,3
16,-6,16
8,-4,17
4,16,4
55,-6,23
-9,3,7
-4,12,1
6,36,2
13,8,-3
9,10,3
29,-0,11
25,5,9
-3,21,19
16,18,3
2,24,8
23,3,10
35,9,6
21,-3,7
22,20,20
30,13,2
27,3,4
12,12,14
18,3,-6
11,15,0
-0,-5,3
21,20,11
-7,23,5
17,5,16
11,15,15
43,-7,21
12,6,11
17,11,6
14,23,15
17,6,6
-6,17,9
5,4,-4
52,2,12
5,7,12
37,7,13
12,1,18
14,10,8
26,-1,13
23,26,3
-3,-1,22
0,17,7
14,2,6
10,20,13
18,15,9
7,11,13
39,-1,17
-3,16,-1
28,2,1
13,16,15
33,-7,1
13,13,9
43,5,17
23,9,7
4,-0,-5
-16,7,26
4,3,2
21,4,8
-3,-2,17
25,7,11
8,16,22
6,-3,16
-4,-1,21
31,10,31
22,1,21
20,13,16
-22,-1,18
33,7,23
4,14,19
11,10,10
4,9,-6
40,0,4
28,1,10
33,3,4
-36,10,-2
27,5,8
19,9,1
32,1,8
15,8,7
4,18,-5
12,7,6
8,-8,21
35,0,-0
0,15,14
16,-10,6
-1,16,22
12,16,17
11,6,15
36,12,9
33,10,6
19,-10,-1
36,8,9
32,24,7
-9,-7,12
27,1,25
4,7,-1
5,20,-1
17,15,14
4,-3,-2
-4,25,4
-3,17,9
30,17,16
5,22,5
-1,13,9
2,11,10
-0,26,13
-3,-6,15
29,-4,20
33,16,-0
0,24,18
17,15,1
32,-0,14
-16,9,11
7,10,15
10,4,11
10,17,8
13,12,12
15,-5,6
21,13,15
13,10,15
25,5,1
-9,27,8
28,2,18
65,8,24
3,16,2
17,15,9
38,17,18
1,4,12
22,22,-0
20,-2,11
23,13,4
35,2,23
23,37,8
-25,6,12
17,9,11
34,16,17
-2,12,23
29,10,-2
26,1,16
8,6,14
-3,-3,12
25,-0,-6
-1,8,15
-0,18,9
5,-1,19
11,6,18
-15,4,10
13,20,2
21,-4,12
4,12,13
5,7,21
-6,22,4
29,12,9
18,24,4
-1,24,8
-7,-2,8
18,-15,16
-21,1,17
4,-3,23
-7,21,14
23,9,-2
10,16,18
40,19,8
-4,11,5
13,13,7
1,3,13
36,4,7
-3,23,9
4,20,17
7,13,10
-6,10,3
24,22,12
32,-2,27
45,10,13
27,9,5
43,-6,13
33,17,12
13,-6,15
3,10,5
24,4,15
19,10,12
12,15,13
-3,7,24
2,0,13
-0,-1,33
17,12,22
12,9,10
5,18,11
20,23,-6
7,0,13
14,19,-2
12,18,12
19,-7,20
5,26,19
13,13,1
-12,20,11
22,-4,14
-10,14,1
20,11,7
15,13,8
44,1,4
20,17,1
17,13,5
-12,26,4
